vendor_zh,vendor_en,model_id,family,mode,max_input_tokens,max_output_tokens,has_input_price,has_cache_read,has_cache_write,source
Mistral AI,Mistral AI,mistral-medium,mistral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,mistral-medium-2312,mistral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,mistral-medium-2505,mistral,chat,131072,8191,True,False,False,
Mistral AI,Mistral AI,mistral-medium-2508,mistral,chat,131072,131072,True,False,False,https://mistral.ai/news/mistral-medium-3
Mistral AI,Mistral AI,mistral-medium-2604,mistral,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04
Mistral AI,Mistral AI,mistral-medium-3-1-2508,mistral-3-1,chat,131072,131072,True,False,False,https://mistral.ai/news/mistral-medium-3
Mistral AI,Mistral AI,mistral-medium-3-5,mistral-3-5,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04
Mistral AI,Mistral AI,mistral-medium-latest,mistral,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04
Mistral AI,Mistral AI,mistral-moderation-2603,mistral-moderation,moderation,131072,,True,False,False,https://docs.mistral.ai/models/model-cards/mistral-moderation-26-03
Mistral AI,Mistral AI,mistral-ocr-2505-completion,mistral-ocr-completion,ocr,,,False,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,mistral-ocr-2512,mistral-ocr,ocr,,,False,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,mistral-ocr-4-0,mistral-ocr-4-0,ocr,,,False,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,mistral-ocr-latest,mistral-ocr,ocr,,,False,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,mistral-small,mistral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,mistral-small-2603,mistral,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/model-cards/mistral-small-4-0-26-03
Mistral AI,Mistral AI,mistral-small-3-2-2506,mistral-3-2,chat,131072,131072,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,mistral-small-latest,mistral,chat,131072,131072,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,mistral-tiny,mistral-tiny,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,open-codestral-mamba,open-codestral-mamba,chat,256000,256000,True,False,False,https://mistral.ai/technology/
Mistral AI,Mistral AI,open-mistral-7b,open-mistral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,open-mistral-nemo,open-mistral-nemo,chat,128000,128000,True,False,False,https://mistral.ai/technology/
Mistral AI,Mistral AI,open-mistral-nemo-2407,open-mistral-nemo,chat,128000,128000,True,False,False,https://mistral.ai/technology/
Mistral AI,Mistral AI,open-mixtral-8x22b,open-mixtral-8x22b,chat,65336,8191,True,False,False,
Mistral AI,Mistral AI,open-mixtral-8x7b,open-mixtral-8x7b,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,pixtral-12b-2409,pixtral,chat,128000,128000,True,False,False,
Mistral AI,Mistral AI,pixtral-large-2411,pixtral,chat,128000,128000,True,False,False,
Mistral AI,Mistral AI,pixtral-large-latest,pixtral,chat,128000,128000,True,False,False,
Mistral AI,Mistral AI,voxtral-mini-2602,voxtral,audio_transcription,,,False,False,False,https://docs.mistral.ai/models/model-cards/voxtral-mini-transcribe-26-02
Mistral AI,Mistral AI,voxtral-mini-transcribe-realtime-2602,voxtral-transcribe-realtime,audio_transcription,,,False,False,False,https://docs.mistral.ai/models/model-cards/voxtral-mini-transcribe-realtime-26-02
Mistral AI,Mistral AI,voxtral-mini-tts-2603,voxtral-tts,audio_speech,,,False,False,False,https://docs.mistral.ai/models/model-cards/voxtral-tts-26-03
月之暗面,Moonshot AI,kimi-k2-0711-preview,kimi-k2,chat,131072,131072,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,kimi-k2-0905-preview,kimi-k2,chat,262144,262144,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,kimi-k2-thinking,kimi-k2,chat,262144,262144,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,kimi-k2-thinking-turbo,kimi-k2,chat,262144,262144,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,kimi-k2-turbo-preview,kimi-k2,chat,262144,262144,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,kimi-k2.5,kimi-k2.5,chat,262144,262144,True,True,False,https://platform.moonshot.ai/docs/guide/kimi-k2-5-quickstart
月之暗面,Moonshot AI,kimi-k2.6,kimi-k2.6,chat,262144,262144,True,True,False,https://platform.kimi.ai/docs/pricing/chat-k26
月之暗面,Moonshot AI,kimi-latest,kimi,chat,131072,131072,True,True,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,kimi-latest-128k,kimi,chat,131072,131072,True,True,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,kimi-latest-32k,kimi,chat,32768,32768,True,True,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,kimi-latest-8k,kimi,chat,8192,8192,True,True,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,kimi-thinking-preview,kimi,chat,131072,131072,True,True,False,https://platform.moonshot.ai/docs/pricing/chat#generation-model-kimi-k2
月之暗面,Moonshot AI,moonshot-v1-128k,moonshot-v1,chat,131072,131072,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-128k-0430,moonshot-v1,chat,131072,131072,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-128k-vision-preview,moonshot-v1-vision,chat,131072,131072,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-32k,moonshot-v1,chat,32768,32768,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-32k-0430,moonshot-v1,chat,32768,32768,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-32k-vision-preview,moonshot-v1-vision,chat,32768,32768,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-8k,moonshot-v1,chat,8192,8192,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-8k-0430,moonshot-v1,chat,8192,8192,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-8k-vision-preview,moonshot-v1-vision,chat,8192,8192,True,False,False,https://platform.moonshot.ai/docs/pricing
月之暗面,Moonshot AI,moonshot-v1-auto,moonshot-v1-auto,chat,131072,131072,True,False,False,https://platform.moonshot.ai/docs/pricing
OpenAI,OpenAI,chatgpt-4o-latest,chatgpt-4o,chat,128000,4096,True,False,False,
OpenAI,OpenAI,chatgpt-image-latest,chatgpt-image,image_generation,,,True,True,False,
OpenAI,OpenAI,codex-mini-latest,codex,responses,200000,100000,True,True,False,
OpenAI,OpenAI,container,container,chat,,,False,False,False,
OpenAI,OpenAI,dall-e-2,dall-e-2,image_generation,,,False,False,False,
OpenAI,OpenAI,dall-e-3,dall-e-3,image_generation,,,False,False,False,
OpenAI,OpenAI,ft:gpt-3.5-turbo,ft:gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,ft:gpt-3.5-turbo-0125,ft:gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,ft:gpt-3.5-turbo-0613,ft:gpt-3.5,chat,4096,4096,True,False,False,
OpenAI,OpenAI,ft:gpt-3.5-turbo-1106,ft:gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,ft:gpt-4-0613,ft:gpt-4,chat,8192,4096,True,False,False,"OpenAI needs to add pricing for this ft model, will be updated when added by OpenAI. Defaulting to base model pricing"
OpenAI,OpenAI,ft:gpt-4.1-2025-04-14,ft:gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,ft:gpt-4.1-mini-2025-04-14,ft:gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,ft:gpt-4.1-nano-2025-04-14,ft:gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,ft:gpt-4o-2024-08-06,ft:gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,ft:gpt-4o-2024-11-20,ft:gpt-4o,chat,128000,16384,True,False,True,
OpenAI,OpenAI,ft:gpt-4o-mini-2024-07-18,ft:gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,ft:o4-mini-2025-04-16,ft:o4,chat,200000,100000,True,True,False,
OpenAI,OpenAI,gpt-3.5-turbo,gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,gpt-3.5-turbo-0125,gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,gpt-3.5-turbo-1106,gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,gpt-3.5-turbo-16k,gpt-3.5,chat,16385,4096,True,False,False,
OpenAI,OpenAI,gpt-4,gpt-4,chat,8192,4096,True,False,False,
OpenAI,OpenAI,gpt-4-0125-preview,gpt-4,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4-0314,gpt-4,chat,8192,4096,True,False,False,
OpenAI,OpenAI,gpt-4-0613,gpt-4,chat,8192,4096,True,False,False,
OpenAI,OpenAI,gpt-4-1106-preview,gpt-4,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4-turbo,gpt-4,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4-turbo-2024-04-09,gpt-4,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4-turbo-preview,gpt-4,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4.1,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4.1-2025-04-14,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4.1-mini,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4.1-mini-2025-04-14,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4.1-nano,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4.1-nano-2025-04-14,gpt-4.1,chat,1047576,32768,True,True,False,
OpenAI,OpenAI,gpt-4o,gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-2024-05-13,gpt-4o,chat,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-4o-2024-08-06,gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-2024-11-20,gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-audio-preview,gpt-4o-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-4o-audio-preview-2024-12-17,gpt-4o-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-4o-audio-preview-2025-06-03,gpt-4o-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-4o-mini,gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-2024-07-18,gpt-4o,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-audio-preview,gpt-4o-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-audio-preview-2024-12-17,gpt-4o-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-realtime-preview,gpt-4o-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-realtime-preview-2024-12-17,gpt-4o-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-search-preview,gpt-4o-search,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-search-preview-2025-03-11,gpt-4o-search,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-mini-transcribe,gpt-4o-transcribe,audio_transcription,16000,2000,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-transcribe-2025-03-20,gpt-4o-transcribe,audio_transcription,16000,2000,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-transcribe-2025-12-15,gpt-4o-transcribe,audio_transcription,16000,2000,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-tts,gpt-4o-tts,audio_speech,,,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-tts-2025-03-20,gpt-4o-tts,audio_speech,,,True,False,False,
OpenAI,OpenAI,gpt-4o-mini-tts-2025-12-15,gpt-4o-tts,audio_speech,,,True,False,False,
OpenAI,OpenAI,gpt-4o-realtime-preview,gpt-4o-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-4o-realtime-preview-2024-12-17,gpt-4o-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-4o-realtime-preview-2025-06-03,gpt-4o-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-4o-search-preview,gpt-4o-search,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-search-preview-2025-03-11,gpt-4o-search,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-4o-transcribe,gpt-4o-transcribe,audio_transcription,16000,2000,True,False,False,
OpenAI,OpenAI,gpt-4o-transcribe-diarize,gpt-4o-transcribe-diarize,audio_transcription,16000,2000,True,False,False,
OpenAI,OpenAI,gpt-5,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-2025-08-07,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-chat,gpt-5,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-5-chat-latest,gpt-5,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-5-codex,gpt-5,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-mini,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-mini-2025-08-07,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-nano,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-nano-2025-08-07,gpt-5,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-pro,gpt-5,responses,400000,272000,True,False,False,
OpenAI,OpenAI,gpt-5-pro-2025-10-06,gpt-5,responses,400000,272000,True,False,False,
OpenAI,OpenAI,gpt-5-search-api,gpt-5-search-api,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5-search-api-2025-10-14,gpt-5-search-api,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.1,gpt-5.1,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.1-2025-11-13,gpt-5.1,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.1-chat-latest,gpt-5.1,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-5.1-codex,gpt-5.1,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.1-codex-max,gpt-5.1,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.1-codex-mini,gpt-5.1,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.2,gpt-5.2,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.2-2025-12-11,gpt-5.2,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.2-chat-latest,gpt-5.2,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-5.2-codex,gpt-5.2,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.2-pro,gpt-5.2,responses,272000,128000,True,False,False,
OpenAI,OpenAI,gpt-5.2-pro-2025-12-11,gpt-5.2,responses,272000,128000,True,False,False,
OpenAI,OpenAI,gpt-5.3-chat-latest,gpt-5.3,chat,128000,16384,True,True,False,
OpenAI,OpenAI,gpt-5.3-codex,gpt-5.3,responses,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4,gpt-5.4,chat,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-2026-03-05,gpt-5.4,chat,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-mini,gpt-5.4,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-mini-2026-03-17,gpt-5.4,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-nano,gpt-5.4,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-nano-2026-03-17,gpt-5.4,chat,272000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-pro,gpt-5.4,responses,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.4-pro-2026-03-05,gpt-5.4,responses,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.5,gpt-5.5,chat,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.5-2026-04-23,gpt-5.5,chat,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.5-pro,gpt-5.5,responses,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.5-pro-2026-04-23,gpt-5.5,responses,1050000,128000,True,True,False,
OpenAI,OpenAI,gpt-5.6,gpt-5.6,chat,1050000,128000,True,True,True,
OpenAI,OpenAI,gpt-5.6-luna,gpt-5.6,chat,1050000,128000,True,True,True,
OpenAI,OpenAI,gpt-5.6-sol,gpt-5.6,chat,1050000,128000,True,True,True,
OpenAI,OpenAI,gpt-5.6-terra,gpt-5.6,chat,1050000,128000,True,True,True,
OpenAI,OpenAI,gpt-audio,gpt-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-audio-1.5,gpt-audio-1.5,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-audio-2025-08-28,gpt-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-audio-mini,gpt-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-audio-mini-2025-10-06,gpt-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-audio-mini-2025-12-15,gpt-audio,chat,128000,16384,True,False,False,
OpenAI,OpenAI,gpt-image-1,gpt-image-1,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-image-1-mini,gpt-image-1,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-image-1.5,gpt-image-1.5,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-image-1.5-2025-12-16,gpt-image-1.5,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-image-2,gpt-image-2,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-image-2-2026-04-21,gpt-image-2,image_generation,,,True,True,False,
OpenAI,OpenAI,gpt-live-transcribe,gpt-live-transcribe,audio_transcription,,,False,False,False,https://platform.openai.com/docs/models/gpt-live-transcribe
OpenAI,OpenAI,gpt-realtime,gpt-realtime,realtime,32000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-1.5,gpt-realtime-1.5,realtime,32000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-2,gpt-realtime-2,realtime,32000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-2.1,gpt-realtime-2.1,realtime,128000,32000,True,True,False,
OpenAI,OpenAI,gpt-realtime-2.1-mini,gpt-realtime-2.1,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-2025-08-28,gpt-realtime,realtime,32000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-mini,gpt-realtime,realtime,128000,4096,True,False,False,
OpenAI,OpenAI,gpt-realtime-mini-2025-10-06,gpt-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-mini-2025-12-15,gpt-realtime,realtime,128000,4096,True,True,False,
OpenAI,OpenAI,gpt-realtime-translate,gpt-realtime-translate,realtime,16000,2000,False,False,False,https://platform.openai.com/docs/models/gpt-realtime-translate
OpenAI,OpenAI,gpt-realtime-whisper,gpt-realtime-whisper,audio_transcription,,,False,False,False,https://platform.openai.com/docs/models/gpt-realtime-whisper
OpenAI,OpenAI,gpt-transcribe,gpt-transcribe,audio_transcription,,,False,False,False,https://platform.openai.com/docs/models/gpt-transcribe
OpenAI,OpenAI,o1,o1,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o1-2024-12-17,o1,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o1-pro,o1,responses,200000,100000,True,False,False,
OpenAI,OpenAI,o1-pro-2025-03-19,o1,responses,200000,100000,True,False,False,
OpenAI,OpenAI,o3,o3,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o3-2025-04-16,o3,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o3-deep-research,o3-deep-research,responses,200000,100000,True,True,False,
OpenAI,OpenAI,o3-deep-research-2025-06-26,o3-deep-research,responses,200000,100000,True,True,False,
OpenAI,OpenAI,o3-mini,o3,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o3-mini-2025-01-31,o3,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o3-pro,o3,responses,200000,100000,True,False,False,
OpenAI,OpenAI,o3-pro-2025-06-10,o3,responses,200000,100000,True,False,False,
OpenAI,OpenAI,o4-mini,o4,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o4-mini-2025-04-16,o4,chat,200000,100000,True,True,False,
OpenAI,OpenAI,o4-mini-deep-research,o4-deep-research,responses,200000,100000,True,True,False,
OpenAI,OpenAI,o4-mini-deep-research-2025-06-26,o4-deep-research,responses,200000,100000,True,True,False,
OpenAI,OpenAI,omni-moderation-2024-09-26,omni-moderation,moderation,32768,0,True,False,False,
OpenAI,OpenAI,omni-moderation-latest,omni-moderation,moderation,32768,0,True,False,False,
OpenAI,OpenAI,sora-2,sora-2,video_generation,,,False,False,False,https://platform.openai.com/docs/api-reference/videos
OpenAI,OpenAI,sora-2-pro,sora-2,video_generation,,,False,False,False,https://platform.openai.com/docs/api-reference/videos
OpenAI,OpenAI,sora-2-pro-high-res,sora-2-res,video_generation,,,False,False,False,https://platform.openai.com/docs/api-reference/videos
OpenAI,OpenAI,text-embedding-3-large,text-embedding-3,embedding,8191,,True,False,False,
OpenAI,OpenAI,text-embedding-3-small,text-embedding-3,embedding,8191,,True,False,False,
OpenAI,OpenAI,text-embedding-ada-002,text-embedding-ada,embedding,8191,,True,False,False,
OpenAI,OpenAI,text-embedding-ada-002-v2,text-embedding-ada-v2,embedding,8191,,True,False,False,
OpenAI,OpenAI,text-moderation-007,text-moderation,moderation,32768,0,True,False,False,
OpenAI,OpenAI,text-moderation-latest,text-moderation,moderation,32768,0,True,False,False,
OpenAI,OpenAI,text-moderation-stable,text-moderation,moderation,32768,0,True,False,False,
OpenAI,OpenAI,tts-1,tts-1,audio_speech,,,False,False,False,
OpenAI,OpenAI,tts-1-1106,tts-1,audio_speech,,,False,False,False,
OpenAI,OpenAI,tts-1-hd,tts-1,audio_speech,,,False,False,False,
OpenAI,OpenAI,tts-1-hd-1106,tts-1,audio_speech,,,False,False,False,
OpenAI,OpenAI,whisper-1,whisper-1,audio_transcription,,,False,False,False,
xAI,xAI,grok-2,grok-2,chat,131072,131072,True,False,False,
xAI,xAI,grok-2-1212,grok-2,chat,131072,131072,True,False,False,
xAI,xAI,grok-2-latest,grok-2,chat,131072,131072,True,False,False,
xAI,xAI,grok-2-vision,grok-2-vision,chat,32768,32768,True,False,False,
xAI,xAI,grok-2-vision-1212,grok-2-vision,chat,32768,32768,True,False,False,
xAI,xAI,grok-2-vision-latest,grok-2-vision,chat,32768,32768,True,False,False,
xAI,xAI,grok-3,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-beta,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-fast-beta,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-fast-latest,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-latest,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini-beta,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini-fast,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini-fast-beta,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini-fast-latest,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-3-mini-latest,grok-3,chat,131072,131072,True,True,False,https://x.ai/api#pricing
xAI,xAI,grok-4,grok-4,chat,256000,256000,True,False,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4-0709,grok-4,chat,256000,256000,True,False,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4-1-fast,grok-4-1,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models/grok-4-1-fast-reasoning
xAI,xAI,grok-4-1-fast-non-reasoning,grok-4-1,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models/grok-4-1-fast-non-reasoning
xAI,xAI,grok-4-1-fast-non-reasoning-latest,grok-4-1,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models/grok-4-1-fast-non-reasoning
xAI,xAI,grok-4-1-fast-reasoning,grok-4-1,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models/grok-4-1-fast-reasoning
xAI,xAI,grok-4-1-fast-reasoning-latest,grok-4-1,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models/grok-4-1-fast-reasoning
xAI,xAI,grok-4-fast-non-reasoning,grok-4,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4-fast-reasoning,grok-4,chat,2000000.0,2000000.0,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4-latest,grok-4,chat,256000,256000,True,False,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-0309-non-reasoning,grok-4.20,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-0309-reasoning,grok-4.20,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-beta-0309-non-reasoning,grok-4.20,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-beta-0309-reasoning,grok-4.20,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-multi-agent-0309,grok-4.20-multi-agent,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.20-multi-agent-beta-0309,grok-4.20-multi-agent,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.3,grok-4.3,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.3-latest,grok-4.3,chat,1000000,1000000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.5,grok-4.5,chat,500000,500000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-4.5-latest,grok-4.5,chat,500000,500000,True,True,False,https://docs.x.ai/docs/models
xAI,xAI,grok-beta,grok,chat,131072,131072,True,False,False,
xAI,xAI,grok-build-0.1,grok-build-0.1,chat,256000,256000,True,True,False,https://docs.x.ai/docs/models
